CustomerId,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,ContractLengthMonths,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,ChangedPlan,ChangedPlanPositive,ChangedPlanNegative,InternetServicesDensity,Complaint,HasComplaint,anger_score,TenureBin,MonthlyChargesBin,ServiceDensityBin,AngerBin,ChurnProbability,RiskCategory
2984-RGEYA,Female,0,Yes,1,69,1,0,19.75,1375.4,0,24,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,1,0,1,0.0,,0,0.0,61-72 Mo,Very Low,,Very Low,0.0270852,Low Risk
9680-NIAUV,Female,0,Yes,1,72,1,0,109.7,8129.3,0,24,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,1,0,1,0.8333333333333334,,0,0.0,61-72 Mo,Very High,Very High,Very Low,0.03001001,Low Risk
2146-EGVDT,Male,0,Yes,1,59,1,0,19.3,1192.7,0,24,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,1,0.0,,0,0.0,49-60 Mo,Very Low,,Very Low,0.015753271,Low Risk
2604-IJPDU,Female,0,Yes,0,20,1,1,96.55,1901.65,0,1,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,1,1,0,0.6666666666666666,,0,0.0,13-24 Mo,Very High,High,Very Low,0.7280299,High Risk
9178-JHUVJ,Male,0,Yes,1,24,1,1,24.1,587.4,0,24,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,1,0,1,0.0,,0,0.0,13-24 Mo,Very Low,,Very Low,0.089068554,Low Risk
6168-YBYNP,Male,0,No,0,59,1,1,111.35,6519.75,0,1,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,1,0,0.8333333333333334,,0,0.0,49-60 Mo,Very High,Very High,Very Low,0.6545644,Medium Risk
7255-SSFBC,Male,0,Yes,1,72,1,1,112.25,8041.65,0,24,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,1,1,0,0.8333333333333334,,0,0.0,61-72 Mo,Very High,Very High,Very Low,0.16099595,Low Risk
3645-DEYGF,Male,0,No,1,1,1,0,20.75,20.75,0,1,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,0,0,0,0.0,,0,0.0,0-12 Mo,Very Low,,Very Low,0.6830326,Medium Risk
9323-HGFWY,Female,0,Yes,0,27,1,1,101.9,2681.15,0,12,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,1,1,0,0.6666666666666666,,0,0.0,25-36 Mo,Very High,High,Very Low,0.53299624,Medium Risk
8544-GOQSH,Female,0,No,0,14,1,1,80.05,1112.3,0,1,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,1,1,0,0.3333333333333333,,0,0.0,13-24 Mo,High,Low,Very Low,0.72848797,High Risk
3363-DTIVD,Male,0,Yes,1,71,1,0,105.55,7405.5,0,24,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,1,1,0,0.6666666666666666,,0,0.0,61-72 Mo,Very High,High,Very Low,0.22968267,Low Risk
7018-WBJNK,Male,0,No,1,13,1,1,78.3,1033.95,0,1,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,1,0,1,0.1666666666666666,,0,0.0,13-24 Mo,Medium,Very Low,Very Low,0.80005527,High Risk
9142-KZXOP,Male,0,No,0,44,1,0,68.85,2958.95,0,1,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,1,1,0,0.0,,0,0.0,37-48 Mo,Medium,,Very Low,0.58602697,Medium Risk
7674-YTAFD,Female,0,No,0,33,1,1,79.95,2684.85,0,12,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,1,0,1,0.3333333333333333,,0,0.0,25-36 Mo,High,Low,Very Low,0.26859206,Low Risk
6348-SNFUS,Male,0,Yes,1,72,0,1,55.45,4179.2,0,24,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,1,0,1,0.8333333333333334,,0,0.0,61-72 Mo,Low,Very High,Very Low,0.015168164,Low Risk
1285-OKIPP,Male,0,No,0,1,1,0,79.9,79.9,1,1,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,0,0,0,0.1666666666666666,,0,0.0,0-12 Mo,High,Very Low,Very Low,0.9359272,High Risk
7825-ECJRF,Female,0,No,0,19,1,1,106.6,1934.45,1,1,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,1,0,0.8333333333333334,,0,0.0,13-24 Mo,Very High,Very High,Very Low,0.7870227,High Risk
1347-KTTTA,Male,0,Yes,0,64,1,1,102.45,6654.1,0,12,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,1,0,1,0.8333333333333334,,0,0.0,61-72 Mo,Very High,Very High,Very Low,0.4641477,Medium Risk
7841-TZDMQ,Male,0,No,0,2,1,1,46.0,84.5,1,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,1,1,0,0.0,"The cancellation process was unnecessarily complicated, and I did not receive clear guidance on how to return equipment or finalize my account.",1,5.0,0-12 Mo,Low,,Medium,0.8802007,High Risk
4195-NZGTA,Female,0,No,0,1,0,0,25.25,25.25,0,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0,0,0,0.0,,0,0.0,0-12 Mo,Low,,Very Low,0.85949206,High Risk
7157-SMCFK,Male,0,No,1,61,1,0,19.75,1124.2,0,24,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,1,1,0,0.0,,0,0.0,61-72 Mo,Very Low,,Very Low,0.06051279,Low Risk
4709-LKHYG,Female,0,Yes,1,29,1,0,20.0,540.05,0,12,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,1,1,0,0.0,,0,0.0,25-36 Mo,Very Low,,Very Low,0.1149173,Low Risk
2504-DSHIH,Male,1,Yes,0,23,1,0,86.8,1975.85,0,1,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,1,1,0,0.1666666666666666,,0,0.0,13-24 Mo,High,Very Low,Very Low,0.7561396,High Risk
0699-NDKJM,Female,0,Yes,0,57,0,1,58.75,3437.45,0,1,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,1,0,1,0.8333333333333334,,0,0.0,49-60 Mo,Low,Very High,Very Low,0.43144235,Medium Risk
9286-BHDQG,Male,0,Yes,1,72,0,0,45.25,3139.8,0,24,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,1,1,0,0.6666666666666666,,0,0.0,61-72 Mo,Low,High,Very Low,0.012108318,Low Risk
0230-WEQUW,Male,0,Yes,0,66,0,1,56.6,3789.2,0,24,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,1,0,1,0.8333333333333334,,0,0.0,61-72 Mo,Low,Very High,Very Low,0.044357464,Low Risk
2040-LDIWQ,Male,0,Yes,1,65,1,1,84.2,5324.5,0,24,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,1,1,0,0.8333333333333334,,0,0.0,61-72 Mo,High,Very High,Very Low,0.10537657,Low Risk
6496-JDSSB,Female,0,No,0,8,1,1,80.0,624.6,0,1,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,1,1,0,0.1666666666666666,,0,0.0,0-12 Mo,High,Very Low,Very Low,0.8581726,High Risk
9408-SSNVZ,Female,0,No,0,4,1,1,70.15,268.35,1,1,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1,1,0,0.0,,0,0.0,0-12 Mo,Medium,,Very Low,0.88389945,High Risk
4443-EMBNA,Female,0,Yes,0,71,1,0,24.75,1836.9,0,24,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,1,0,1,0.0,,0,0.0,61-72 Mo,Very Low,,Very Low,0.023790292,Low Risk
6469-MRVET,Male,0,Yes,1,1,1,1,20.2,20.2,0,12,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,0,0,0,0.0,,0,0.0,0-12 Mo,Very Low,,Very Low,0.41976038,Medium Risk
0742-MOABM,Male,0,Yes,0,4,1,0,50.05,179.35,1,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,1,1,0,0.1666666666666666,"I am frustrated with the lack of online security options despite being charged a considerable monthly fee for my internet service. This has left my devices vulnerable, and I expected better protection as part of the package.",1,6.0,0-12 Mo,Low,Very Low,High,0.93873274,High Risk
5961-VUSRV,Female,0,No,0,12,1,1,19.35,219.35,0,12,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,1,1,0,0.0,,0,0.0,0-12 Mo,Very Low,,Very Low,0.16471,Low Risk
6778-JFCMK,Male,0,No,0,24,0,1,50.6,1288.75,0,12,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,1,0,1,0.5,,0,0.0,13-24 Mo,Low,Medium,Very Low,0.39464897,Medium Risk
6341-JVQGF,Female,0,Yes,1,31,1,1,81.15,2545.75,0,12,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,1,0,1,0.8333333333333334,,0,0.0,25-36 Mo,High,Very High,Very Low,0.25395784,Low Risk
2232-DMLXU,Female,0,Yes,0,1,1,0,55.2,55.2,1,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,0,0,0,0.1666666666666666,,0,0.0,0-12 Mo,Low,Very Low,Very Low,0.77559483,High Risk
4811-JBUVU,Male,0,No,0,30,1,1,89.9,2723.15,0,1,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,1,0,1,0.3333333333333333,,0,0.0,25-36 Mo,High,Low,Very Low,0.68208617,Medium Risk
0945-TSONX,Female,0,Yes,1,47,1,1,85.3,4107.25,0,24,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,1,0,1,0.8333333333333334,,0,0.0,37-48 Mo,High,Very High,Very Low,0.07450358,Low Risk
2651-ZCBXV,Male,0,No,0,54,1,1,108.0,5760.65,0,24,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,1,1,0,0.8333333333333334,,0,0.0,49-60 Mo,Very High,Very High,Very Low,0.3942109,Medium Risk
3316-UWXUY,Male,0,No,0,50,1,1,93.5,4747.5,0,1,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,1,0,1,0.6666666666666666,,0,0.0,49-60 Mo,High,High,Very Low,0.52787626,Medium Risk
8937-RDTHP,Male,0,No,0,1,1,1,84.6,84.6,1,1,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0.3333333333333333,The streaming movies service constantly buffers and is unwatchable despite having fiber optic internet. I expected better performance from such a high-cost plan.,1,5.0,0-12 Mo,High,Low,Medium,0.966406,High Risk
7083-MIOPC,Female,0,No,0,72,1,0,20.25,1566.9,0,24,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,1,0.0,,0,0.0,61-72 Mo,Very Low,,Very Low,0.008683835,Low Risk
1984-GPTEH,Female,0,No,0,29,1,0,25.15,702.0,0,1,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,1,1,0,0.0,,0,0.0,25-36 Mo,Low,,Very Low,0.2906436,Low Risk
1251-KRREG,Male,0,No,0,2,1,1,54.4,114.1,1,1,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,1,0,1,0.1666666666666666,,0,0.0,0-12 Mo,Low,Very Low,Very Low,0.803852,High Risk
0621-JFHOL,Female,0,No,0,10,0,1,29.6,299.05,0,24,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,1,0,1,0.1666666666666666,,0,0.0,0-12 Mo,Low,Very Low,Very Low,0.13823433,Low Risk
9903-LYSAB,Male,0,Yes,0,18,1,1,73.15,1305.95,0,1,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1,1,0,0.0,,0,0.0,13-24 Mo,Medium,,Very Low,0.8080455,High Risk
0094-OIFMO,Female,1,No,0,11,1,1,95.0,1120.3,1,1,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,1,0,1,0.5,,0,0.0,0-12 Mo,Very High,Medium,Very Low,0.8998218,High Risk
9227-UAQFT,Male,0,No,0,16,1,0,19.75,284.35,0,24,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,1,1,0,0.0,,0,0.0,13-24 Mo,Very Low,,Very Low,0.05975191,Low Risk
7301-ABVAD,Female,0,No,0,72,1,0,86.6,6350.5,0,24,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,1,0,1,0.8333333333333334,,0,0.0,61-72 Mo,High,Very High,Very Low,0.044644948,Low Risk
6614-FHDBO,Male,0,No,0,72,1,0,109.2,7878.3,0,24,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,1,0,1,0.8333333333333334,,0,0.0,61-72 Mo,Very High,Very High,Very Low,0.16571577,Low Risk
7576-ASEJU,Female,0,Yes,1,41,1,1,74.7,3187.65,0,12,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,1,0,1,0.6666666666666666,,0,0.0,37-48 Mo,Medium,High,Very Low,0.29675806,Low Risk
9058-HRZSV,Female,1,Yes,0,65,1,0,94.4,6126.15,0,1,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,1,1,0,0.6666666666666666,,0,0.0,61-72 Mo,Very High,High,Very Low,0.42182526,Medium Risk
4522-AKYLR,Female,1,No,0,13,1,1,54.8,731.3,0,1,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,1,0,1,0.3333333333333333,,0,0.0,13-24 Mo,Low,Low,Very Low,0.7070807,High Risk
0221-WMXNQ,Male,1,No,0,4,1,0,75.35,273.4,0,1,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1,1,0,0.1666666666666666,,0,0.0,0-12 Mo,Medium,Very Low,Very Low,0.77208704,High Risk
0303-UNCIP,Male,0,No,0,41,1,0,65.0,2531.8,0,12,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,1,1,0,0.3333333333333333,,0,0.0,37-48 Mo,Medium,Low,Very Low,0.2842604,Low Risk
9947-OTFQU,Male,1,No,0,15,1,1,74.4,1074.3,1,1,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1,1,0,0.1666666666666666,,0,0.0,13-24 Mo,Medium,Very Low,Very Low,0.8516947,High Risk
0322-YINQP,Male,0,No,0,1,1,1,48.55,48.55,1,1,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,0,0,0,0.1666666666666666,,0,0.0,0-12 Mo,Low,Very Low,Very Low,0.80169004,High Risk
0959-WHOKV,Male,0,No,0,42,1,1,99.0,4298.45,0,12,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,1,0,1,0.6666666666666666,,0,0.0,37-48 Mo,Very High,High,Very Low,0.5207419,Medium Risk
4075-JFPGR,Female,0,Yes,0,51,1,1,93.5,4619.55,0,12,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,1,1,0,0.6666666666666666,,0,0.0,49-60 Mo,High,High,Very Low,0.4021572,Medium Risk
4629-NRXKX,Female,0,Yes,1,2,1,0,70.4,147.15,1,1,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1,0,1,0.0,,0,0.0,0-12 Mo,Medium,,Very Low,0.8508136,High Risk
9514-JDSKI,Male,1,Yes,0,1,0,0,40.2,40.2,1,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,0,0,0,0.3333333333333333,"I reached out to customer support regarding my streaming issues, but I received no clear resolution or follow-up. This lack of assistance is very frustrating.",1,6.5,0-12 Mo,Low,Low,High,0.9839759,High Risk
3282-ZISZV,Male,0,No,1,32,1,0,83.7,2633.3,0,12,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,1,1,0,0.8333333333333334,,0,0.0,25-36 Mo,High,Very High,Very Low,0.31848225,Medium Risk
3675-YDUPJ,Male,0,No,0,10,1,1,19.85,193.05,0,1,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,1,1,0,0.0,,0,0.0,0-12 Mo,Very Low,,Very Low,0.3634364,Medium Risk
4111-BNXIF,Female,0,Yes,1,67,0,1,59.55,4103.9,0,24,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,0,1,0.8333333333333334,,0,0.0,61-72 Mo,Medium,Very High,Very Low,0.06766913,Low Risk
7017-VFHAY,Female,0,Yes,1,61,1,0,115.1,7008.15,0,24,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,1,1,0,1.0,,0,0.0,61-72 Mo,Very High,Very High,Very Low,0.14068711,Low Risk
6655-LHBYW,Male,0,No,0,50,1,0,114.35,5791.1,0,12,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,1,0,1,1.0,,0,0.0,49-60 Mo,Very High,Very High,Very Low,0.46339694,Medium Risk
4959-JOSRX,Female,0,Yes,0,2,1,1,44.6,80.55,1,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,1,1,0,0.0,,0,0.0,0-12 Mo,Low,,Very Low,0.75281006,High Risk
5046-NUHWD,Female,1,Yes,0,29,0,1,45.0,1228.65,0,1,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,1,1,0,0.5,,0,0.0,25-36 Mo,Low,Medium,Very Low,0.61676013,Medium Risk
7273-TEFQD,Male,1,No,0,3,0,1,41.15,132.2,1,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,1,0,1,0.3333333333333333,,0,0.0,0-12 Mo,Low,Low,Very Low,0.86059815,High Risk
3606-TWKGI,Male,1,No,0,13,1,1,106.9,1364.3,1,1,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,1,1,0,0.6666666666666666,"When I tried reaching out to customer support regarding my internet issues, I received no meaningful assistance, which was very frustrating.",1,6.0,13-24 Mo,Very High,High,High,0.98351085,High Risk
7529-ZDFXI,Male,1,Yes,0,57,1,1,89.85,4925.35,0,1,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,1,1,0,0.3333333333333333,,0,0.0,49-60 Mo,High,Low,Very Low,0.7156551,High Risk
7605-BDWDC,Female,0,No,0,31,0,1,49.85,1520.1,0,24,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,1,1,0,0.6666666666666666,,0,0.0,25-36 Mo,Low,High,Very Low,0.07381359,Low Risk
1950-KSVVJ,Female,0,Yes,0,45,1,0,113.3,5032.25,0,12,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,1,1,0,1.0,,0,0.0,37-48 Mo,Very High,Very High,Very Low,0.4214487,Medium Risk
0123-CRBRT,Female,0,Yes,1,61,1,0,88.1,5526.75,0,24,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,1,0,1,1.0,,0,0.0,61-72 Mo,High,Very High,Very Low,0.061473854,Low Risk
6292-TOSSS,Male,0,No,0,50,1,0,24.9,1195.25,0,24,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,1,1,0,0.0,,0,0.0,49-60 Mo,Very Low,,Very Low,0.06833808,Low Risk
3197-ARFOY,Female,1,No,0,19,1,1,105.0,2007.25,0,1,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,1,0,1,0.8333333333333334,,0,0.0,13-24 Mo,Very High,Very High,Very Low,0.7330753,High Risk
6323-AYBRX,Male,0,No,0,59,1,0,19.35,1099.6,1,24,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,1,1,0,0.0,"I've been a loyal customer for nearly five years, but I feel like my loyalty hasn't been valued. Despite having minimal services, my monthly charges seem high compared to what is being offered to new customers. This lack of appreciation for long-term customers is very disappointing.",1,6.0,49-60 Mo,Very Low,,High,0.6379787,Medium Risk
7014-ZZXAW,Female,0,Yes,0,71,1,1,24.25,1732.95,0,24,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,1,0.0,,0,0.0,61-72 Mo,Very Low,,Very Low,0.03584022,Low Risk
4385-GZQXV,Female,1,No,0,16,1,1,94.45,1511.2,1,1,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,0,0,0,0.5,,0,0.0,13-24 Mo,Very High,Medium,Very Low,0.8282887,High Risk
7633-MVPUY,Male,0,Yes,0,57,1,1,59.75,3450.15,0,24,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,1,0,1,0.5,I've noticed that my monthly charges keep creeping up despite no changes to my services. I'd like to understand why this is happening and request a review of my bill.,1,5.0,49-60 Mo,Medium,Medium,Medium,0.13045181,Low Risk
6366-ZGQGL,Male,0,No,0,1,0,0,24.8,24.8,1,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,0,0,0,0.0,,0,0.0,0-12 Mo,Very Low,,Very Low,0.80703366,High Risk
4716-HHKQH,Male,1,Yes,0,20,1,0,107.05,2172.05,0,1,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,1,0,1,0.6666666666666666,,0,0.0,13-24 Mo,Very High,High,Very Low,0.79278386,High Risk
5940-AHUHD,Male,0,No,0,1,1,0,70.6,70.6,1,1,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,0,0,0,0.0,,0,0.0,0-12 Mo,Medium,,Very Low,0.90190464,High Risk
6432-TWQLB,Male,0,Yes,0,5,1,1,85.4,401.1,1,1,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,1,1,0,0.3333333333333333,,0,0.0,0-12 Mo,High,Low,Very Low,0.8826206,High Risk
4484-GLZOU,Female,0,Yes,0,52,1,1,105.05,5624.85,1,1,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,1,0,1,0.6666666666666666,,0,0.0,49-60 Mo,Very High,High,Very Low,0.822293,High Risk
3179-GBRWV,Male,1,Yes,0,21,1,1,64.95,1339.8,0,1,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,1,1,0,0.5,,0,0.0,13-24 Mo,Medium,Medium,Very Low,0.51750386,Medium Risk
8645-KWHJO,Male,0,No,0,14,0,1,55.0,771.95,0,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,0,1,0.6666666666666666,,0,0.0,13-24 Mo,Low,High,Very Low,0.6703627,Medium Risk
4130-MZLCC,Female,0,No,0,5,1,0,50.55,244.75,0,1,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,1,1,0,0.1666666666666666,,0,0.0,0-12 Mo,Low,Very Low,Very Low,0.63711,Medium Risk
0314-TKOSI,Female,0,No,0,6,1,0,55.15,322.9,0,1,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,1,1,0,0.3333333333333333,,0,0.0,0-12 Mo,Low,Low,Very Low,0.46567428,Medium Risk
8229-MYEJZ,Female,0,No,0,10,1,0,51.2,498.25,0,1,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1,1,0,0.1666666666666666,,0,0.0,0-12 Mo,Low,Very Low,Very Low,0.59944856,Medium Risk
